_id	AnnoS	AteneoCOD	AteneoNOME	ClasseNUMERO	CorsoNOME	SedeC	SedeP	Sesso	Lau
14673	2018	3601	Modena e Reggio Emilia	LM-31	Ingegneria Gestionale	REGGIO NELL'EMILIA	35	F	25
14674	2018	3401	Parma	L-10	Lettere	PARMA	34	F	25
14675	2018	1503	Milano Bocconi	LM-56	Discipline Economiche e Sociali	MILANO	15	F	25
14676	2018	1503	Milano Bocconi	LM-56	Discipline Economiche e Sociali	MILANO	15	M	25
14677	2018	1502	Milano Politecnico	LM-12	Design & Engineering - Progetto e Ingegnerizzazione del Prodotto Industriale	MILANO	15	F	25
14678	2018	1502	Milano Politecnico	L-23	Ingegneria e Tecniche per LEdilizia e LArchitettura	MILANO	15	F	25
14679	2018	1502	Milano Politecnico	L-23	Ingegneria e Tecniche per L?Edilizia e L?Architettura	MILANO	15	F	25
14680	2018	1301	Novedrate e-Campus - telematica	LM-33	Ingegneria Industriale	NOVEDRATE	13	M	25
14681	2018	1501	Milano	14/S	Farmacia	MILANO	15	F	25
14682	2018	101	Torino	LM-56	Economia dell'Ambiente, della Cultura e del Territorio	TORINO	1	M	25
14683	2018	101	Torino	LM-13	Chimica e Tecnologia Farmaceutiche	TORINO	1	F	25
14684	2018	101	Torino	LM-40	Matematica	TORINO	1	M	25
14685	2018	101	Torino	LM-70	Scienze Viticole ed Enologiche	ASTI	5	M	25
14686	2018	101	Torino	L-12	Lingue e Culture dell'Asia e dell'Africa	TORINO	1	M	25
14687	2018	101	Torino	L-18	Amministrazione Aziendale	TORINO	1	M	25
14688	2018	101	Torino	L/SNT1	Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o)	TORINO	1	F	25
14689	2018	1001	Genova	LM-12	Design del Prodotto e dell'Evento	GENOVA	10	M	25
14690	2018	1001	Genova	L-04	Design del Prodotto e della Nautica	GENOVA	10	F	25
14691	2018	1001	Genova	L/SNT1	Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o)	GENOVA	10	F	25
14692	2018	201	Piemonte Orientale	LM-77	Amministrazione, Controllo e Professione	NOVARA	3	F	25
14693	2018	701	Aosta	L-18	Scienze dell'Economia e della Gestione Aziendale	SAINT-CHRISTOPHE	7	F	25
14694	2018	2101	Bolzano	L-19	Corso di Laurea per Educatore Sociale	BRESSANONE - BRIXEN	21	F	25
14695	2018	1801	Pavia	LM-77	International Business And Economics - Economia e Management Internazionale	PAVIA	18	F	25
14696	2018	2201	Trento	L-11	Lingue Moderne	TRENTO	22	M	25
14697	2018	2201	Trento	L-02	Scienze e Tecnologie Biomolecolari	TRENTO	22	M	25
14698	2018	2201	Trento	LM-27	Ingegneria dell'Informazione e delle Comunicazioni	TRENTO	22	M	25
14699	2018	2301	Verona	L-10	Lettere	VERONA	23	M	25
14700	2018	2301	Verona	L-02	Biotecnologie	VERONA	23	M	25
14701	2018	1509	Milano Bicocca	LM-82	Scienze Statistiche ed Economiche	MILANO	15	F	25
14702	2018	1508	Milano San Raffaele	LM-09	Corso di Laurea Magistrale in Biotecnologie Mediche Molecolari e Cellulari	MILANO	15	F	25
14703	2018	2701	Venezia Cà Foscari	LM-56	Economia e Finanza	VENEZIA	27	F	25
14704	2018	2701	Venezia Cà Foscari	LM-52	Relazioni Internazionali Comparate	VENEZIA	27	F	25
14705	2018	2701	Venezia Cà Foscari	LM-81	Integrazione e Investimenti tra le Due Rive del Mediterraneo (Mim)	VENEZIA	27	F	25
14706	2018	2801	Padova	L-30	Fisica	PADOVA	28	F	25
14707	2018	2801	Padova	L/SNT3	Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale)	TREVISO	26	F	25
14708	2018	3001	Udine	L-14	Diritto per le Imprese e le Istituzioni	UDINE	30	F	25
14709	2018	2801	Padova	LM-40	Matematica	PADOVA	28	F	25
14710	2018	3001	Udine	L-02	Biotecnologie	UDINE	30	F	25
14711	2018	3001	Udine	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	PORDENONE	93	F	25
