_id	AnnoS	AteneoCOD	AteneoNOME	ClasseNUMERO	CorsoNOME	SedeC	SedeP	Sesso	Lau
98	2018	5801	Roma La Sapienza	LMG/01	Giurisprudenza	ROMA	58	F	454
99	2020	6303	Napoli L'Orientale	L-12	Mediazione Linguistica e Culturale	NAPOLI	63	F	453
100	2021	4801	Firenze	L-14	Scienze Giuridiche della Sicurezza	FIRENZE	48	M	452
101	2020	1509	Milano Bicocca	L-19	Scienze dell'Educazione	MILANO	15	F	451
102	2020	1601	Bergamo	L-19	Scienze dell'Educazione	BERGAMO	16	F	449
103	2019	5802	Roma Tor Vergata	L-14	Scienze Giuridiche della Sicurezza	ROMA	58	M	448
104	2018	1502	Milano Politecnico	L-09	Ingegneria Meccanica	MILANO	15	M	446
105	2021	101	Torino	L-18	Economia Aziendale	TORINO	1	F	444
106	2021	1301	Novedrate e-Campus - telematica	L-24	Scienze e Tecniche Psicologiche	NOVEDRATE	13	F	444
107	2018	101	Torino	L-18	Economia Aziendale	TORINO	1	M	443
108	2019	1601	Bergamo	L-19	Scienze dell'Educazione	BERGAMO	16	F	441
109	2019	101	Torino	L-18	Economia Aziendale	TORINO	1	M	441
110	2018	1501	Milano	L-12	Mediazione Linguistica e Culturale Applicata all'Ambito Economico, Giuridico e Sociale	SESTO SAN GIOVANNI	15	F	440
111	2021	1502	Milano Politecnico	L-09	Ingegneria Meccanica	MILANO	15	M	439
112	2020	6307	Napoli Pegaso - telematica	LM-26	Ingegneria della Sicurezza	NAPOLI	63	M	438
113	2020	1502	Milano Politecnico	L-09	Ingegneria Meccanica	MILANO	15	M	438
114	2020	1501	Milano	L-12	Mediazione Linguistica e Culturale Applicata all'Ambito Economico, Giuridico e Sociale	SESTO SAN GIOVANNI	15	F	438
115	2018	5815	Roma UNICUSANO - telematica	LMG/01	Giurisprudenza	ROMA	58	M	437
116	2020	1502	Milano Politecnico	LM-31	Management Engineering - Ingegneria Gestionale	MILANO	15	M	436
117	2018	1509	Milano Bicocca	L-19	Scienze dell'Educazione	MILANO	15	F	435
118	2019	6307	Napoli Pegaso - telematica	LM-26	Ingegneria della Sicurezza	NAPOLI	63	M	434
119	2018	1501	Milano	LMG/01	Giurisprudenza	MILANO	15	F	431
120	2020	1501	Milano	LMG/01	Giurisprudenza	MILANO	15	F	430
121	2019	6303	Napoli L'Orientale	L-12	Mediazione Linguistica e Culturale	NAPOLI	63	F	429
122	2019	1501	Milano	LMG/01	Giurisprudenza	MILANO	15	F	427
123	2018	6307	Napoli Pegaso - telematica	L-07	Ingegneria Civile	NAPOLI	63	M	425
124	2019	4801	Firenze	L-19	Scienze dell'Educazione e della Formazione	FIRENZE	48	F	425
125	2021	6304	Napoli Benincasa	L-19	Scienze dell'Educazione	NAPOLI	63	F	425
126	2020	1502	Milano Politecnico	L-08	Ingegneria Informatica	MILANO	15	M	424
127	2021	1509	Milano Bicocca	L-19	Scienze dell'Educazione	MILANO	15	F	423
128	2018	6901	Chieti e Pescara	L-24	Laurea in Scienze e Tecniche Psicologiche	CHIETI	69	F	421
129	2021	102	Torino Politecnico	LM-31	Ingegneria Gestionale	TORINO	1	M	420
130	2021	102	Torino Politecnico	L-08	Ingegneria Informatica	TORINO	1	M	419
131	2020	2301	Verona	L-12	Lingue e Culture per il Turismo e il Commercio Internazionale	VERONA	23	F	417
132	2019	1504	Milano Cattolica	L-18	Economia e Gestione Aziendale	MILANO	15	F	415
133	2019	1509	Milano Bicocca	L-19	Scienze dell'Educazione	MILANO	15	F	414
134	2019	5805	Roma LUISS	L-18	Economia e Management	ROMA	58	M	412
135	2021	1301	Novedrate e-Campus - telematica	L-33	Economia	NOVEDRATE	13	M	412
136	2021	1505	Milano IULM	L-20	Relazioni Pubbliche e Comunicazione d'Impresa	MILANO	15	F	411
137	2021	6601	L'Aquila	L-14	Operatore Giuridico d'Impresa	L'AQUILA	66	M	410
138	2018	1502	Milano Politecnico	LM-04	Architettura	MILANO	15	F	409
139	2021	1501	Milano	LMG/01	Giurisprudenza	MILANO	15	F	406
140	2020	6304	Napoli Benincasa	L-19	Scienze dell'Educazione	NAPOLI	63	F	405
141	2019	1504	Milano Cattolica	L-12	Scienze Linguistiche	MILANO	15	F	405
142	2018	1504	Milano Cattolica	L-18	Economia e Gestione Aziendale	MILANO	15	F	403
143	2021	2301	Verona	L-12	Lingue e Culture per il Turismo e il Commercio Internazionale	VERONA	23	F	403
144	2018	5807	Roma Tre	L-19	Scienze dell'Educazione	ROMA	58	F	401
145	2019	2301	Verona	L-12	Lingue e Culture per il Turismo e il Commercio Internazionale	VERONA	23	F	401
146	2020	101	Torino	L-12	Scienze della Mediazione Linguistica	TORINO	1	F	401
147	2019	5814	Roma  Mercatorum - telematica	L-18	Gestione di Impresa	ROMA	58	M	400
148	2019	1601	Bergamo	L-11	Lingue e Letterature Straniere Moderne	BERGAMO	16	F	400
149	2019	1502	Milano Politecnico	L-09	Ingegneria Meccanica	MILANO	15	M	398
150	2019	1502	Milano Politecnico	L-08	Ingegneria Informatica	MILANO	15	M	398
151	2019	101	Torino	L-18	Economia Aziendale	TORINO	1	F	397
152	2018	6303	Napoli L'Orientale	L-12	Mediazione Linguistica e Culturale	NAPOLI	63	F	395
153	2020	102	Torino Politecnico	L-08	Ingegneria Informatica	TORINO	1	M	392
154	2018	6301	Napoli Federico II	LMG/01	Corso di Laurea Magistrale in Giurisprudenza	NAPOLI	63	M	391
155	2021	5815	Roma UNICUSANO - telematica	L-24	Scienze e Tecniche Psicologiche	ROMA	58	F	391
156	2021	6901	Chieti e Pescara	L-24	Scienze e Tecniche Psicologiche	CHIETI	69	F	390
157	2019	5807	Roma Tre	L-19	Scienze dell'Educazione	ROMA	58	F	389
158	2021	3701	Bologna	L-20	Scienze della Comunicazione	BOLOGNA	37	F	388
159	2018	101	Torino	L-18	Economia Aziendale	TORINO	1	F	386
160	2019	1503	Milano Bocconi	L-18	Economia Aziendale e Management	MILANO	15	F	383
161	2021	1501	Milano	L-12	Mediazione Linguistica e Culturale Applicata all'Ambito Economico, Giuridico e Sociale	SESTO SAN GIOVANNI	15	F	383
162	2018	1601	Bergamo	L-11	Lingue e Letterature Straniere Moderne	BERGAMO	16	F	379
163	2019	6307	Napoli Pegaso - telematica	LM-56	Scienze Economiche	NAPOLI	63	F	379
164	2019	102	Torino Politecnico	L-08	Ingegneria Informatica	TORINO	1	M	372
165	2019	2701	Venezia Cà Foscari	L-11	Lingue, Civilta e Scienze del Linguaggio	VENEZIA	27	F	370
166	2018	5805	Roma LUISS	L-18	Economia e Management	ROMA	58	M	370
167	2018	2301	Verona	L-12	Lingue e Culture per il Turismo e il Commercio Internazionale	VERONA	23	F	369
168	2018	1503	Milano Bocconi	L-18	Economia Aziendale e Management	MILANO	15	F	369
169	2019	6601	L'Aquila	L-14	Operatore Giuridico d'Impresa	L'AQUILA	66	M	367
170	2020	1505	Milano IULM	L-20	Relazioni Pubbliche e Comunicazione d'Impresa	MILANO	15	F	366
171	2018	6307	Napoli Pegaso - telematica	LM-56	Scienze Economiche	NAPOLI	63	M	366
172	2018	6307	Napoli Pegaso - telematica	LM-85	Scienze Pedagogiche	NAPOLI	63	F	366
173	2020	1601	Bergamo	L-11	Lingue e Letterature Straniere Moderne	BERGAMO	16	F	363
174	2020	1501	Milano	L-11	Lingue e Letterature Straniere	MILANO	15	F	361
175	2018	5807	Roma Tre	LMG/01	Giurisprudenza	ROMA	58	F	361
176	2019	6307	Napoli Pegaso - telematica	LM-47	Management dello Sport e delle Attività Motorie	NAPOLI	63	M	360
177	2021	5815	Roma UNICUSANO - telematica	L-36	Scienze Politiche e Relazioni Internazionali	ROMA	58	F	360
178	2021	5815	Roma UNICUSANO - telematica	L-18	Economia Aziendale e Management,	ROMA	58	F	358
179	2021	1502	Milano Politecnico	LM-33	Mechanical Engineering - Ingegneria Meccanica	MILANO	15	M	358
180	2020	1301	Novedrate e-Campus - telematica	L-24	Scienze e Tecniche Psicologiche	NOVEDRATE	13	F	356
181	2021	5801	Roma La Sapienza	LMG/01	Giurisprudenza	ROMA	58	F	355
182	2019	1509	Milano Bicocca	L-24	Scienze e Tecniche Psicologiche	MILANO	15	F	353
183	2021	1301	Novedrate e-Campus - telematica	LM-14	Letteratura, Lingua e Cultura Italiana	NOVEDRATE	13	F	351
184	2020	6901	Chieti e Pescara	L-24	Scienze e Tecniche Psicologiche	CHIETI	69	F	350
185	2018	102	Torino Politecnico	L-08	Ingegneria Informatica	TORINO	1	M	350
186	2020	2701	Venezia Cà Foscari	L-11	Lingue, Civiltà e Scienze del Linguaggio	VENEZIA	27	F	350
187	2019	5801	Roma La Sapienza	LMG/01	Giurisprudenza	ROMA	58	F	348
188	2020	1502	Milano Politecnico	L-09	Ingegneria Aerospaziale	MILANO	15	M	347
189	2018	6304	Napoli Benincasa	L-19	Scienze dell'Educazione	NAPOLI	63	F	346
190	2019	6301	Napoli Federico II	LMG/01	Corso di Laurea Magistrale in Giurisprudenza	NAPOLI	63	M	345
191	2018	1509	Milano Bicocca	L-24	Scienze e Tecniche Psicologiche	MILANO	15	F	344
192	2018	3701	Bologna	LMG/01	Giurisprudenza	BOLOGNA	37	M	343
193	2021	5801	Roma La Sapienza	L-18	Scienze Aziendali	ROMA	58	M	343
194	2019	5801	Roma La Sapienza	L-11	Lingue, Culture, Letterature, Traduzione	ROMA	58	F	342
195	2020	1301	Novedrate e-Campus - telematica	L-19	Scienze dell'Educazione e della Formazione	NOVEDRATE	13	F	341
196	2020	5801	Roma La Sapienza	LMG/01	Giurisprudenza	ROMA	58	F	341
197	2021	5801	Roma La Sapienza	L-18	Scienze Aziendali	ROMA	58	F	341
198	2018	101	Torino	LMG/01	Giurisprudenza	TORINO	1	F	340
199	2019	1502	Milano Politecnico	LM-04	Architettura	MILANO	15	F	339
200	2020	4801	Firenze	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	FIRENZE	48	F	339
201	2020	1509	Milano Bicocca	L-24	Scienze e Tecniche Psicologiche	MILANO	15	F	337
202	2021	3701	Bologna	L-10	Lettere	BOLOGNA	37	F	337
203	2020	6601	L'Aquila	L-14	Operatore Giuridico d'Impresa	L'AQUILA	66	M	337
204	2021	1601	Bergamo	L-11	Lingue e Letterature Straniere Moderne	BERGAMO	16	F	336
205	2020	6304	Napoli Benincasa	LM-85 bis	Scienze della Formazione Primaria	NAPOLI	63	F	335
206	2019	5601	Tuscia	L-36	Scienze Politiche e delle Relazioni Internazionali	VITERBO	56	M	335
207	2020	1502	Milano Politecnico	LM-33	Mechanical Engineering - Ingegneria Meccanica	MILANO	15	M	334
208	2020	102	Torino Politecnico	LM-33	Ingegneria Meccanica	TORINO	1	M	334
209	2020	5807	Roma Tre	L-19	Scienze dell'Educazione	ROMA	58	F	334
210	2021	6304	Napoli Benincasa	LM-85 bis	Scienze della Formazione Primaria	NAPOLI	63	F	333
211	2018	3701	Bologna	L-10	Lettere	BOLOGNA	37	F	333
212	2021	3601	Modena e Reggio Emilia	L-19	Scienze dell'Educazione	REGGIO NELL'EMILIA	35	F	332
213	2021	5801	Roma La Sapienza	L-11	Lingue, Culture, Letterature, Traduzione	ROMA	58	F	330
214	2021	6307	Napoli Pegaso - telematica	L-19	Scienze dell'Educazione e della Formazione	NAPOLI	63	M	330
215	2021	6301	Napoli Federico II	L-18	Economia Aziendale	NAPOLI	63	M	330
216	2019	5807	Roma Tre	LMG/01	Giurisprudenza	ROMA	58	F	330
217	2019	1502	Milano Politecnico	LM-33	Mechanical Engineering - Ingegneria Meccanica	MILANO	15	M	329
218	2021	5815	Roma UNICUSANO - telematica	LMG/01	Giurisprudenza	ROMA	58	F	329
219	2021	2701	Venezia Cà Foscari	L-11	Lingue, Culture e Società dell'Asia e dell'Africa Mediterranea	VENEZIA	27	F	329
220	2019	3701	Bologna	LMG/01	Giurisprudenza	BOLOGNA	37	M	328
221	2020	1503	Milano Bocconi	L-18	Economia Aziendale e Management	MILANO	15	F	328
222	2019	5815	Roma UNICUSANO - telematica	L-18	Economia Aziendale e Management,	ROMA	58	M	327
223	2021	1502	Milano Politecnico	L-17	Progettazione dellArchitettura	MILANO	15	F	327
224	2021	101	Torino	L-20	Scienze della Comunicazione	TORINO	1	F	325
225	2020	6301	Napoli Federico II	L-10	Corso di Laurea in Lettere Moderne	NAPOLI	63	F	324
226	2020	1301	Novedrate e-Campus - telematica	L-22	Scienze delle Attivita' Motorie e Sportive	NOVEDRATE	13	M	324
227	2020	5801	Roma La Sapienza	L-18	Scienze Aziendali	ROMA	58	M	324
228	2018	1505	Milano IULM	L-20	Relazioni Pubbliche e Comunicazione d'Impresa	MILANO	15	F	324
229	2020	6301	Napoli Federico II	LMG/01	Corso di Laurea Magistrale in Giurisprudenza	NAPOLI	63	M	323
230	2021	1509	Milano Bicocca	L-24	Scienze e Tecniche Psicologiche	MILANO	15	F	323
231	2021	102	Torino Politecnico	LM-32	Ingegneria Informatica	TORINO	1	M	322
232	2019	1502	Milano Politecnico	L-09	Ingegneria Aerospaziale	MILANO	15	M	322
233	2018	1501	Milano	L-11	Lingue e Letterature Straniere	MILANO	15	F	321
234	2020	4801	Firenze	L-24	Scienze e Tecniche Psicologiche	FIRENZE	48	F	321
235	2020	5807	Roma Tre	LMG/01	Giurisprudenza	ROMA	58	F	320
236	2021	6301	Napoli Federico II	L-10	Corso di Laurea in Lettere Moderne	NAPOLI	63	F	320
237	2021	101	Torino	L-12	Scienze della Mediazione Linguistica	TORINO	1	F	319
238	2021	1501	Milano	L-11	Lingue e Letterature Straniere	MILANO	15	F	318
239	2019	1501	Milano	L-11	Lingue e Letterature Straniere	MILANO	15	F	318
240	2021	5815	Roma UNICUSANO - telematica	L-19	Scienze dell'Educazione e della Formazione	ROMA	58	F	317
241	2019	102	Torino Politecnico	LM-33	Ingegneria Meccanica	TORINO	1	M	316
242	2018	7201	Bari	LMG/01	Giurisprudenza	BARI	72	F	315
243	2020	4801	Firenze	L-19	Scienze dell'Educazione e della Formazione	FIRENZE	48	F	314
244	2020	3801	Ferrara	L-02	Biotecnologie	FERRARA	38	F	314
245	2019	6304	Napoli Benincasa	L-19	Scienze dell'Educazione	NAPOLI	63	F	314
246	2019	6307	Napoli Pegaso - telematica	L-22	Scienze Motorie	NAPOLI	63	F	313
247	2018	6304	Napoli Benincasa	LM-85 bis	Scienze della Formazione Primaria	NAPOLI	63	F	312
248	2021	4801	Firenze	L-24	Scienze e Tecniche Psicologiche	FIRENZE	48	F	311
249	2020	5816	Roma San Raffaele - telematica	L-22	Scienze Motorie	ROMA	58	M	311
250	2021	5805	Roma LUISS	LMG/01	Giurisprudenza	ROMA	58	F	310
251	2020	3601	Modena e Reggio Emilia	L-19	Scienze dell'Educazione	REGGIO NELL'EMILIA	35	F	310
252	2020	3701	Bologna	L-20	Scienze della Comunicazione	BOLOGNA	37	F	309
253	2019	1505	Milano IULM	L-20	Relazioni Pubbliche e Comunicazione d'Impresa	MILANO	15	F	309
254	2021	1502	Milano Politecnico	L-09	Ingegneria Aerospaziale	MILANO	15	M	309
255	2021	6301	Napoli Federico II	LMG/01	Corso di Laurea Magistrale in Giurisprudenza	NAPOLI	63	M	308
256	2019	3701	Bologna	L-10	Lettere	BOLOGNA	37	F	308
257	2019	6301	Napoli Federico II	L-18	Economia Aziendale	NAPOLI	63	M	307
258	2020	5815	Roma UNICUSANO - telematica	LM-51	Psicologia	ROMA	58	F	307
259	2019	6301	Napoli Federico II	L-10	Corso di Laurea in Lettere Moderne	NAPOLI	63	F	306
260	2020	1509	Milano Bicocca	LM-85 bis	Scienze della Formazione Primaria	MILANO	15	F	306
261	2021	1601	Bergamo	L-18	Economia Aziendale	BERGAMO	16	F	304
262	2021	5807	Roma Tre	LMG/01	Giurisprudenza	ROMA	58	F	303
263	2021	1503	Milano Bocconi	L-18	Economia Aziendale e Management	MILANO	15	F	302
264	2020	102	Torino Politecnico	LM-31	Ingegneria Gestionale	TORINO	1	M	301
265	2018	2701	Venezia Cà Foscari	L-11	Lingue, Civilta e Scienze del Linguaggio	VENEZIA	27	F	300
266	2020	5805	Roma LUISS	LMG/01	Giurisprudenza	ROMA	58	F	299
267	2021	1501	Milano	L-01	Scienze dei Beni Culturali	MILANO	15	F	299
268	2020	6301	Napoli Federico II	L-18	Economia Aziendale	NAPOLI	63	M	299
269	2020	6601	L'Aquila	L-14	Operatore Giuridico d'Impresa	L'AQUILA	66	F	299
270	2020	6307	Napoli Pegaso - telematica	L-19	Scienze dell'Educazione e della Formazione	NAPOLI	63	M	298
271	2021	101	Torino	LMG/01	Giurisprudenza	TORINO	1	F	298
272	2021	4801	Firenze	L-19	Scienze dell'Educazione e della Formazione	FIRENZE	48	F	298
273	2020	2701	Venezia Cà Foscari	L-11	Lingue, Culture e Società dell'Asia e dell'Africa Mediterranea	VENEZIA	27	F	298
274	2019	5815	Roma UNICUSANO - telematica	LMG/01	Giurisprudenza	ROMA	58	M	298
275	2019	4101	Urbino	L-11	Lingue e Culture Straniere	URBINO	41	F	298
276	2018	102	Torino Politecnico	LM-33	Ingegneria Meccanica	TORINO	1	M	298
277	2019	5801	Roma La Sapienza	L-18	Scienze Aziendali	ROMA	58	M	297
278	2020	5202	Siena Stranieri	L-12	Mediazione Linguistica e Culturale	SIENA	52	F	296
279	2019	4801	Firenze	L-24	Scienze e Tecniche Psicologiche	FIRENZE	48	F	295
280	2018	1502	Milano Politecnico	L-08	Ingegneria Informatica	MILANO	15	M	295
281	2021	1502	Milano Politecnico	LM-32	Computer Science And Engineering - Ingegneria Informatica	MILANO	15	M	295
282	2021	1301	Novedrate e-Campus - telematica	L-14	Servizi Giuridici	NOVEDRATE	13	M	294
283	2018	5805	Roma LUISS	LMG/01	Giurisprudenza	ROMA	58	F	294
284	2020	5801	Roma La Sapienza	L-18	Scienze Aziendali	ROMA	58	F	294
285	2020	3701	Bologna	L-10	Lettere	BOLOGNA	37	F	294
286	2019	4801	Firenze	L-18	Economia Aziendale	FIRENZE	48	M	293
287	2018	6301	Napoli Federico II	L-09	Corso di Laurea in Ingegneria Meccanica	NAPOLI	63	M	293
288	2020	5815	Roma UNICUSANO - telematica	LMG/01	Giurisprudenza	ROMA	58	M	293
289	2020	6301	Napoli Federico II	LM-77	Economia Aziendale	NAPOLI	63	M	292
290	2018	6307	Napoli Pegaso - telematica	LM-26	Ingegneria della Sicurezza	NAPOLI	63	M	291
291	2020	1501	Milano	L-10	Lettere	MILANO	15	F	291
292	2021	1502	Milano Politecnico	LM-21	Biomedical Engineering - Ingegneria Biomedica	MILANO	15	F	290
293	2019	1501	Milano	L-01	Scienze dei Beni Culturali	MILANO	15	F	289
294	2021	1301	Novedrate e-Campus - telematica	L-22	Scienze delle Attivita' Motorie e Sportive	NOVEDRATE	13	F	288
295	2021	5814	Roma  Mercatorum - telematica	LM-77	Management	ROMA	58	M	288
296	2021	101	Torino	L-19	Scienze dell'Educazione	TORINO	1	F	287
297	2020	1501	Milano	L-01	Scienze dei Beni Culturali	MILANO	15	F	286
298	2020	8201	Palermo	LM-41	Medicina e Chirurgia	PALERMO	82	F	285
299	2021	4801	Firenze	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	FIRENZE	48	F	285
300	2021	102	Torino Politecnico	L-09	Ingegneria Aerospaziale	TORINO	1	M	284
301	2021	1509	Milano Bicocca	LM-85 bis	Scienze della Formazione Primaria	MILANO	15	F	284
302	2019	3701	Bologna	L-36	Scienze Internazionali e Diplomatiche	FORLI'	40	F	284
303	2018	1501	Milano	L-01	Scienze dei Beni Culturali	MILANO	15	F	284
304	2019	101	Torino	L-12	Scienze della Mediazione Linguistica	TORINO	1	F	283
305	2020	101	Torino	LMG/01	Giurisprudenza	TORINO	1	F	283
306	2020	101	Torino	L-20	Scienze della Comunicazione	TORINO	1	F	282
307	2020	4801	Firenze	L-18	Economia Aziendale	FIRENZE	48	M	282
308	2018	4801	Firenze	L-24	Scienze e Tecniche Psicologiche	FIRENZE	48	F	282
309	2021	6302	Napoli Parthenope	L-22	Scienze Motorie	NAPOLI	63	M	282
310	2018	2301	Verona	L-19	Scienze dell'Educazione	VERONA	23	F	279
311	2018	1502	Milano Politecnico	LM-33	Mechanical Engineering - Ingegneria Meccanica	MILANO	15	M	278
312	2021	6301	Napoli Federico II	L-18	Economia Aziendale	NAPOLI	63	F	278
313	2021	5202	Siena Stranieri	L-12	Mediazione Linguistica e Culturale	SIENA	52	F	278
314	2021	1301	Novedrate e-Campus - telematica	L-14	Servizi Giuridici	NOVEDRATE	13	F	278
315	2021	5816	Roma San Raffaele - telematica	LM-61	Scienze della Nutrizione Umana	ROMA	58	F	277
316	2019	2701	Venezia Cà Foscari	L-11	Lingue, Culture e Societa dell'Asia e dell'Africa Mediterranea	VENEZIA	27	F	277
317	2019	3701	Bologna	L-20	Scienze della Comunicazione	BOLOGNA	37	F	277
318	2019	5202	Siena Stranieri	L-12	Mediazione Linguistica e Culturale	SIENA	52	F	277
319	2019	6304	Napoli Benincasa	LM-85 bis	Scienze della Formazione Primaria	NAPOLI	63	F	277
320	2020	101	Torino	L-19	Scienze dell'Educazione	TORINO	1	F	276
321	2019	101	Torino	LMG/01	Giurisprudenza	TORINO	1	F	276
322	2018	4801	Firenze	L/SNT1	Infermieristica (Abilitante alla Professione Sanitaria di Infermiere)	FIRENZE	48	F	276
323	2019	102	Torino Politecnico	LM-31	Ingegneria Gestionale	TORINO	1	M	275
324	2020	5601	Tuscia	L-36	Scienze Politiche e delle Relazioni Internazionali	VITERBO	56	M	275
325	2019	7201	Bari	L-12	Comunicazione Linguistica e Interculturale	BARI	72	F	275
326	2021	1601	Bergamo	L-20	Scienze della Comunicazione	BERGAMO	16	F	275
327	2021	4301	Macerata	L-12	Discipline della Mediazione Linguistica	MACERATA	43	F	274
328	2019	3701	Bologna	L-36	Scienze Politiche, Sociali e Internazionali	BOLOGNA	37	F	274
329	2020	3701	Bologna	LMG/01	Giurisprudenza	BOLOGNA	37	M	273
330	2020	101	Torino	L-24	Scienze e Tecniche Psicologiche	TORINO	1	F	272
331	2018	1502	Milano Politecnico	L-09	Ingegneria Aerospaziale	MILANO	15	M	272
332	2021	3401	Parma	L-18	Economia e Management	PARMA	34	M	272
333	2021	3801	Ferrara	L-18	Economia	FERRARA	38	M	272
334	2018	5601	Tuscia	L-36	Scienze Politiche e delle Relazioni Internazionali	VITERBO	56	M	271
335	2018	101	Torino	L-12	Scienze della Mediazione Linguistica	TORINO	1	F	270
336	2020	1601	Bergamo	L-18	Economia Aziendale	BERGAMO	16	F	270
337	2019	6301	Napoli Federico II	L-09	Corso di Laurea in Ingegneria Meccanica	NAPOLI	63	M	270
338	2021	3701	Bologna	LMG/01	Giurisprudenza	BOLOGNA	37	M	270
339	2020	5815	Roma UNICUSANO - telematica	L-18	Economia Aziendale e Management,	ROMA	58	M	270
340	2021	3701	Bologna	L-11	Lingue e Letterature Straniere	BOLOGNA	37	F	268
341	2018	2701	Venezia Cà Foscari	L-11	Lingue, Civiltà e Scienze del Linguaggio	VENEZIA	27	F	268
342	2019	1501	Milano	L-10	Lettere	MILANO	15	F	267
343	2020	1502	Milano Politecnico	L-17	Progettazione dellArchitettura	MILANO	15	F	267
344	2020	1502	Milano Politecnico	LM-04	Architettura - Ambiente Costruito - Interni	MILANO	15	F	267
345	2020	3701	Bologna	L-11	Lingue e Letterature Straniere	BOLOGNA	37	F	267
346	2020	3401	Parma	L-19	Scienze dell'Educazione e dei Processi Formativi	PARMA	34	F	267
347	2021	5805	Roma LUISS	L-18	Economia e Management	ROMA	58	F	267
348	2021	7201	Bari	L-10	Lettere	BARI	72	F	267
349	2019	7201	Bari	LMG/01	Giurisprudenza	BARI	72	F	266
350	2019	4101	Urbino	L-22	Scienze Motorie, Sportive e della Salute	URBINO	41	M	264
351	2020	2801	Padova	LM-85 bis	Scienze della Formazione Primaria	PADOVA	28	F	263
352	2020	3701	Bologna	L-36	Scienze Politiche, Sociali e Internazionali	BOLOGNA	37	F	263
353	2020	5805	Roma LUISS	L-18	Economia e Management	ROMA	58	F	263
354	2020	1502	Milano Politecnico	LM-32	Computer Science And Engineering - Ingegneria Informatica	MILANO	15	M	263
355	2021	5806	Roma Foro Italico	L-22	Corso di Laurea in Scienze Motorie e Sportive	ROMA	58	M	263
356	2021	1504	Milano Cattolica	LM-38	Scienze Linguistiche	MILANO	15	F	263
357	2021	1301	Novedrate e-Campus - telematica	L-33	Economia	NOVEDRATE	13	F	263
358	2021	1601	Bergamo	L-18	Economia Aziendale	BERGAMO	16	M	262
359	2020	6301	Napoli Federico II	L-09	Corso di Laurea in Ingegneria Meccanica	NAPOLI	63	M	262
360	2019	1301	Novedrate e-Campus - telematica	L-24	Scienze e Tecniche Psicologiche	NOVEDRATE	13	F	262
361	2018	3701	Bologna	L-11	Lingue e Letterature Straniere	BOLOGNA	37	F	262
362	2019	2301	Verona	L-19	Scienze dell'Educazione	VERONA	23	F	261
363	2018	6301	Napoli Federico II	L-18	Economia Aziendale	NAPOLI	63	M	261
364	2020	1502	Milano Politecnico	LM-31	Management Engineering - Ingegneria Gestionale	MILANO	15	F	261
365	2020	7101	Foggia	L-19	Scienze dell'Educazione e della Formazione	FOGGIA	71	F	261
366	2021	3701	Bologna	L-36	Scienze Internazionali e Diplomatiche	FORLI'	40	F	260
367	2020	1503	Milano Bocconi	LM-77	Management	MILANO	15	M	260
368	2020	102	Torino Politecnico	L-09	Ingegneria Aerospaziale	TORINO	1	M	260
369	2019	3701	Bologna	LM-14	Italianistica, Culture Letterarie Europee, Scienze Linguistiche	BOLOGNA	37	F	260
370	2018	5815	Roma UNICUSANO - telematica	LMG/01	Giurisprudenza	ROMA	58	F	260
371	2018	2701	Venezia Cà Foscari	L-18	Economia Aziendale - Economics And Management	VENEZIA	27	M	259
372	2021	3701	Bologna	L-36	Scienze Politiche, Sociali e Internazionali	BOLOGNA	37	F	259
373	2018	1502	Milano Politecnico	LM-04	Architettura	MILANO	15	M	258
374	2018	4801	Firenze	L-19	Scienze dell'Infanzia	FIRENZE	48	F	258
375	2019	3701	Bologna	L-11	Lingue e Letterature Straniere	BOLOGNA	37	F	258
376	2020	1502	Milano Politecnico	LM-21	Biomedical Engineering - Ingegneria Biomedica	MILANO	15	F	257
377	2020	1601	Bergamo	L-18	Economia Aziendale	BERGAMO	16	M	257
378	2018	5801	Roma La Sapienza	L-18	Scienze Aziendali	ROMA	58	M	257
379	2018	2701	Venezia Cà Foscari	L-18	Economia Aziendale - Economics And Management	VENEZIA	27	F	257
380	2019	1502	Milano Politecnico	LM-31	Management Engineering - Ingegneria Gestionale	MILANO	15	F	257
381	2019	1502	Milano Politecnico	LM-30	Energy Engineering - Ingegneria Energetica	MILANO	15	M	257
382	2019	101	Torino	L-19	Scienze dell'Educazione	TORINO	1	F	256
383	2019	101	Torino	L-24	Scienze e Tecniche Psicologiche	TORINO	1	F	256
384	2018	3701	Bologna	L-36	Scienze Internazionali e Diplomatiche	FORLI'	40	F	256
385	2020	4101	Urbino	L-11	Lingue e Culture Straniere	URBINO	41	F	256
386	2019	4301	Macerata	L-12	Discipline della Mediazione Linguistica	MACERATA	43	F	256
387	2021	5815	Roma UNICUSANO - telematica	LM-56	Scienze economiche	ROMA	58	M	256
388	2021	1504	Milano Cattolica	L-12	Scienze Linguistiche per le Relazioni Internazionali	MILANO	15	F	255
389	2019	1601	Bergamo	L-18	Economia Aziendale	BERGAMO	16	F	255
390	2018	5815	Roma UNICUSANO - telematica	L-18	Economia Aziendale e Management,	ROMA	58	F	255
391	2019	1502	Milano Politecnico	LM-04	Architettura	MILANO	15	M	254
392	2019	1501	Milano	LMG/01	Giurisprudenza	MILANO	15	M	254
